ID,INT1,STAB1,GLOB1,INT2,STAB2,GLOB2,INT3,STAB3,GLOB3,INT4,STAB4,GLOB4,INT5,STAB5,GLOB5,INT6,STAB6,GLOB6
570,7,5,5,2,1,1,6,6,5,4,1,1,6,4,2,6,5,6
571,6,6,7,4,4,7,6,7,7,4,4,7,5,6,7,6,3,7
572,4,4,2,4,2,2,5,4,2,4,2,2,3,3,3,4,4,4
573,6,5,4,5,3,3,6,6,3,4,2,2,6,5,5,4,4,5
574,4,6,2,1,7,1,6,5,5,4,4,3,6,5,1,4,3,7
575,6,4,5,6,5,3,6,6,5,6,4,3,7,6,5,6,6,3
576,5,4,5,3,4,3,7,5,3,5,3,3,5,5,4,1,4,3
577,6,5,4,1,7,6,7,6,6,4,4,4,7,6,6,4,3,2
578,3,3,3,4,4,3,4,4,3,4,3,4,3,5,3,6,5,3
579,3,6,4,1,4,4,6,7,3,6,2,2,2,4,3,4,1,1
580,2,4,1,4,4,4,5,3,3,4,3,2,5,4,1,4,4,1
581,5,1,3,6,2,2,7,6,3,6,4,2,5,7,5,3,2,3
582,6,4,1,1,2,2,6,5,2,5,2,2,5,5,2,4,2,2
583,5,4,1,5,2,1,6,6,1,5,1,1,3,5,2,2,2,1
584,6,5,2,7,2,4,5,4,6,2,1,3,5,6,3,4,5,2
585,2,4,1,1,4,4,2,4,5,4,4,1,1,4,5,4,4,5
586,5,3,6,2,4,1,6,5,5,4,4,1,6,5,5,4,4,3
587,6,1,1,4,2,2,4,3,1,1,1,1,7,4,2,7,2,1
588,3,5,5,2,3,4,6,7,7,2,2,1,4,4,2,4,2,4
589,3,4,2,4,4,4,3,4,5,4,4,4,6,5,5,5,4,4
590,6,3,6,4,6,4,5,3,3,3,3,6,3,5,5,5,3,5
591,4,5,4,5,5,4,6,2,2,2,4,5,7,5,5,3,5,5
592,6,5,6,2,4,5,4,3,1,1,2,1,7,6,7,4,4,5
593,7,7,2,5,5,1,6,6,6,4,3,2,6,6,3,1,4,1
594,6,6,6,4,5,5,7,3,5,2,5,2,6,5,6,3,5,5
595,3,5,4,4,5,5,3,5,5,4,5,5,4,5,5,4,5,5
596,5,6,3,5,3,2,5,6,1,3,4,5,4,4,5,4,3,3
597,4,5,5,4,3,3,6,7,6,7,5,5,7,5,5,7,7,7
598,7,3,1,5,4,5,7,6,7,3,1,1,7,7,7,4,4,1
599,3,3,5,3,7,6,6,3,4,2,3,3,4,3,2,4,3,3
600,3,4,6,6,3,4,6,3,5,2,2,3,5,6,5,4,5,5
601,5,3,2,6,1,2,7,6,5,6,5,3,6,3,6,4,5,3
602,5,4,4,5,3,1,6,6,3,3,2,2,4,4,2,4,2,1
603,4,4,5,2,2,5,5,4,3,4,3,4,4,4,4,3,1,4
604,4,7,5,7,4,6,5,5,3,6,4,6,7,7,6,4,4,3
605,2,2,1,4,2,1,4,2,1,2,3,1,3,2,1,4,3,1
606,1,3,5,6,3,2,6,6,5,5,3,3,7,5,4,4,4,4
607,7,3,6,7,7,1,4,3,5,1,2,4,4,5,1,4,3,5
608,6,4,4,7,1,2,5,2,5,6,4,6,6,4,6,4,2,3
609,5,4,4,2,5,3,4,4,5,2,4,2,6,5,4,1,5,4
610,6,2,5,5,5,3,5,5,2,6,2,4,6,6,3,3,3,2
611,6,7,6,6,6,6,5,5,6,5,4,5,6,6,7,4,4,3
612,6,6,6,6,6,6,5,4,6,7,7,6,6,6,4,4,4,5
613,5,3,1,4,2,2,6,2,5,4,4,1,4,4,4,4,3,1
614,5,4,5,4,4,5,4,3,2,7,1,6,7,3,5,4,4,4
615,3,2,3,2,3,2,5,5,5,3,2,4,6,5,3,4,3,3
616,5,6,1,6,5,5,7,6,7,5,3,5,6,6,6,7,6,7
617,3,5,6,6,4,5,6,3,5,4,4,3,2,7,6,4,4,5
618,1,5,2,2,6,2,1,3,5,2,4,2,7,7,7,4,4,4
619,3,6,2,1,4,1,6,4,1,1,4,6,7,6,5,1,1,1
620,7,5,2,6,4,2,4,5,1,1,4,4,7,7,5,6,5,5
621,6,6,4,5,5,3,5,3,3,7,1,1,4,6,7,7,5,3
622,6,6,1,7,4,1,4,3,1,4,7,7,5,3,6,4,4,4
623,7,1,7,7,7,7,7,5,7,5,6,7,7,7,7,7,7,7
624,5,4,4,6,6,4,5,5,5,4,5,5,6,6,6,4,5,5
625,4,3,3,5,4,3,5,3,2,3,6,3,2,4,5,2,5,3
626,6,5,2,5,4,4,6,5,5,5,4,3,7,6,5,4,4,4
627,4,4,4,5,2,5,2,3,4,4,4,4,5,2,4,3,2,5
628,6,5,4,5,4,6,4,4,4,4,4,4,4,5,6,4,4,4
629,4,4,4,7,1,5,6,4,2,4,4,3,6,5,5,4,4,3
630,6,4,5,7,1,6,7,2,6,4,1,3,6,3,6,4,7,5
631,5,4,4,3,4,3,4,4,4,3,3,2,4,4,4,4,4,4
632,7,5,5,7,3,4,7,3,6,7,6,4,7,5,3,7,7,7
633,4,2,5,5,6,2,6,7,6,5,2,5,6,4,6,4,6,2
634,2,4,4,4,4,3,5,3,4,1,4,4,2,4,4,4,4,4
635,6,5,2,4,4,3,7,6,5,4,4,3,5,5,4,4,4,4
636,5,5,6,3,4,2,5,5,6,5,5,6,6,6,6,6,6,6
637,4,5,2,7,4,4,4,4,3,1,1,1,5,5,5,4,4,1
638,5,5,3,3,7,6,4,3,7,5,4,3,2,2,2,4,3,2
639,6,3,2,2,6,2,6,5,2,7,5,2,3,5,6,7,7,6
641,6,6,7,4,5,6,4,5,2,4,7,6,7,6,4,4,4,4
642,1,1,1,7,7,1,1,1,1,7,7,1,7,7,1,7,7,1
643,6,6,4,1,4,1,7,7,7,7,7,1,7,7,1,1,1,1
644,4,3,4,4,4,3,5,3,2,5,4,2,4,5,4,4,4,4
645,7,2,1,4,4,3,7,4,4,2,3,2,4,2,4,4,4,4
646,4,3,5,1,4,4,2,4,5,2,3,1,5,5,1,2,2,3
647,4,4,4,4,4,4,6,6,5,4,1,1,7,4,1,5,4,3
648,4,6,5,4,4,3,2,4,1,7,2,4,3,5,6,4,4,4
649,4,7,2,6,3,3,6,4,4,5,4,1,4,3,5,6,5,4
650,7,4,1,7,7,7,7,4,5,7,7,7,7,7,7,4,7,1
651,4,4,4,3,4,3,6,3,6,4,4,1,6,4,6,7,7,5
653,5,3,6,1,4,4,6,7,3,6,6,6,7,6,6,6,6,6
654,2,6,3,7,4,4,3,3,3,3,6,3,6,4,3,5,2,6
655,5,6,6,7,7,7,7,1,7,2,3,1,7,1,7,7,1,1
656,1,2,3,7,6,6,1,3,4,1,4,3,5,3,4,7,4,4
657,3,5,5,7,4,4,7,7,3,6,3,1,5,5,5,1,4,4
658,4,4,4,4,4,4,5,4,4,4,4,3,7,5,5,6,6,6
659,3,3,3,4,4,4,1,3,2,2,2,2,6,6,6,4,3,3
660,4,4,4,4,4,3,1,2,2,2,2,1,2,4,2,2,2,6
661,6,4,4,6,3,4,5,4,3,4,5,4,3,6,6,4,3,1
662,3,5,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4
663,5,4,5,4,4,3,7,6,3,6,5,4,6,5,3,4,4,4
664,5,5,2,3,3,4,3,5,2,3,4,5,5,4,2,2,5,1
665,4,5,3,5,2,2,6,4,5,4,5,5,4,4,2,4,5,4
666,5,4,4,2,4,4,6,5,4,6,4,4,3,4,4,6,4,4
667,5,4,3,4,3,2,7,5,2,6,7,5,6,6,5,6,4,1
668,6,5,5,3,4,2,6,5,3,2,4,2,6,4,5,4,4,2
669,4,4,4,2,4,2,5,3,4,3,4,4,5,5,4,4,4,5
670,5,4,3,1,3,4,6,6,3,3,3,2,6,5,5,5,5,5
671,3,4,4,4,4,4,3,3,3,4,4,3,7,5,5,3,5,3
672,6,4,5,5,4,4,6,3,2,5,2,4,5,6,5,3,3,5
673,5,4,4,6,4,3,2,4,1,5,4,3,6,5,2,4,4,4
674,3,2,3,6,5,4,2,3,2,5,3,4,6,3,4,4,5,5
675,5,5,2,5,5,5,4,3,5,2,5,2,3,5,6,2,5,2
678,5,7,5,7,7,7,6,6,5,1,7,7,5,6,5,7,7,7
679,4,4,3,6,3,4,3,3,3,5,3,2,6,5,5,4,4,4
680,4,4,4,6,5,5,4,3,4,1,5,4,7,5,4,7,7,7
681,6,4,7,5,4,6,5,4,3,4,3,5,6,5,7,5,4,6
682,7,2,4,3,3,2,7,3,5,2,2,3,6,4,5,3,2,3
683,4,4,4,7,3,2,7,7,5,6,6,3,7,7,4,6,6,4
684,6,6,5,5,5,2,7,5,4,1,1,1,7,6,5,3,4,4
685,4,4,4,4,4,3,7,7,1,2,1,1,5,5,4,4,4,4
686,7,6,5,7,6,6,6,3,3,7,6,6,7,6,5,5,5,5
687,6,2,2,4,4,3,6,4,5,2,3,4,7,5,6,4,3,1
688,5,5,6,5,3,4,4,3,4,6,6,2,5,5,4,6,6,2
689,4,5,2,5,5,4,5,5,2,6,4,5,6,5,5,4,3,6
690,5,4,3,3,2,4,5,4,3,5,3,5,6,5,3,6,4,4
691,6,6,3,3,4,3,4,3,5,4,4,4,5,5,5,3,4,4
692,5,4,4,4,4,3,6,3,6,4,4,3,5,5,4,4,4,4
693,6,7,7,4,4,3,4,7,7,5,4,4,7,5,5,4,4,4
694,5,2,4,5,4,5,5,3,1,4,4,3,7,5,6,4,4,4
695,7,4,4,6,4,4,3,4,4,2,2,2,4,3,4,1,1,2
696,5,3,1,4,4,4,5,3,2,3,4,1,6,5,1,4,4,3
697,6,2,4,3,5,3,3,2,3,4,3,3,5,4,3,4,4,4
698,5,3,4,4,4,3,6,2,3,7,5,2,3,4,3,4,4,4
699,5,1,4,7,3,1,7,7,7,5,4,1,4,4,4,6,6,6
700,6,7,5,3,5,6,1,4,7,1,4,3,6,4,4,5,2,6
701,3,6,3,1,3,1,5,2,5,2,3,2,1,3,6,1,7,7
702,5,4,4,4,3,4,5,5,4,4,4,4,5,5,4,5,5,4
703,6,4,3,7,5,3,7,5,5,4,4,5,7,5,6,5,4,3
704,7,4,7,4,4,3,1,2,3,5,4,3,5,5,4,6,4,5
705,7,5,4,4,4,3,5,3,3,7,6,6,7,6,7,7,5,6
706,6,3,2,5,4,4,5,4,5,2,2,2,6,2,2,4,4,3
707,6,6,5,4,3,4,6,4,5,5,4,3,7,7,6,6,6,5
708,5,5,4,5,4,5,3,4,4,6,6,5,5,5,5,5,4,4
709,5,5,3,5,5,2,6,5,3,6,4,5,5,5,3,6,5,4
710,7,2,6,5,4,4,7,2,4,4,4,4,7,5,5,4,3,7
711,4,3,5,6,4,3,3,2,1,5,5,5,4,3,4,6,4,4
712,6,3,5,4,4,4,5,3,5,4,5,5,6,6,5,4,3,4
713,2,5,4,5,4,4,6,5,4,4,3,4,5,5,5,4,4,4
714,5,5,4,2,4,1,6,4,4,4,4,3,5,5,5,6,3,4
715,4,5,1,4,4,3,2,4,2,1,4,1,3,6,2,1,4,1
716,6,3,5,4,4,3,7,2,4,3,4,2,3,6,6,4,5,4
717,6,3,5,6,3,3,7,3,7,2,4,1,6,7,7,4,4,3
718,3,4,3,7,2,7,4,7,5,1,5,5,2,4,3,3,4,1
719,5,2,4,4,4,3,6,5,5,4,4,3,7,5,6,4,4,4
720,7,4,7,5,2,4,4,5,7,4,4,5,7,6,7,5,6,6
721,4,5,2,4,4,4,5,3,2,2,5,2,5,4,4,4,4,4
722,7,5,7,6,3,4,6,5,6,4,4,4,5,4,6,3,2,4
723,5,3,3,4,4,3,7,5,5,4,3,2,4,4,4,4,4,4
724,6,4,6,7,4,7,6,2,6,6,5,6,6,4,7,4,4,2
725,5,4,2,4,3,1,7,7,1,4,2,2,7,3,1,4,3,1
726,3,2,1,3,3,3,7,6,6,4,3,4,7,7,2,5,3,2
727,4,2,3,7,2,2,4,4,4,4,4,4,4,4,4,4,4,4
728,6,5,5,4,4,2,5,3,6,4,4,6,5,4,6,4,3,6
729,2,3,3,4,3,1,5,5,4,1,5,1,7,7,5,6,5,5
730,4,4,3,4,4,3,7,4,3,2,4,3,4,4,4,6,4,5
731,5,5,4,6,4,5,7,7,7,2,5,4,6,6,4,7,5,1
732,3,2,2,4,6,3,4,3,5,4,6,6,6,7,6,6,6,6
733,6,3,5,5,4,6,6,3,5,7,1,1,7,5,3,1,5,5
734,7,5,2,6,2,2,7,6,5,2,4,2,7,5,7,7,6,5
735,6,6,6,6,7,5,7,7,6,7,5,4,6,5,5,6,7,7
736,5,7,7,3,4,6,6,7,7,4,5,2,5,7,5,5,6,3
737,7,4,6,6,6,4,6,4,4,4,3,4,6,4,4,1,4,2
738,6,4,2,4,4,3,6,7,6,5,3,2,7,3,2,4,2,2
739,6,6,7,4,4,3,5,5,3,4,4,3,5,5,4,4,3,2
740,4,2,2,2,2,2,4,4,4,2,4,1,5,5,5,4,4,4
741,4,3,2,6,4,4,3,3,1,7,5,4,5,3,4,1,4,4
742,3,2,3,2,6,3,5,2,3,3,3,3,7,4,5,4,5,5
743,6,4,2,7,5,1,6,2,1,2,2,2,7,3,2,4,4,2
744,5,4,5,5,4,5,5,4,5,4,4,4,4,4,5,4,4,4
745,5,5,5,3,5,3,5,5,2,2,2,2,3,7,3,1,1,1
746,6,2,1,5,5,6,7,6,5,6,6,4,6,4,4,4,4,4
747,3,3,2,3,3,2,6,4,4,3,2,3,3,2,3,3,3,3
748,6,6,3,2,4,4,5,3,4,5,5,3,7,6,5,6,4,5
749,6,5,1,5,5,2,3,4,4,6,5,3,6,5,4,6,4,5
750,5,3,2,2,4,4,6,4,3,7,3,3,2,4,6,4,4,4
751,3,3,3,4,3,4,3,4,3,3,4,3,4,3,4,4,5,3
752,2,4,4,4,4,2,6,6,5,4,3,3,6,5,5,5,5,5
753,4,2,3,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
754,5,4,4,4,4,3,5,4,4,1,1,4,5,5,4,4,4,4
755,2,4,4,4,4,4,6,5,5,2,4,1,4,5,5,4,5,2
756,2,2,2,7,4,4,4,3,3,2,4,2,6,5,4,4,4,4
757,2,2,1,7,2,5,7,3,2,7,3,1,7,5,1,6,5,1
758,5,5,4,4,5,3,6,6,6,2,2,2,5,3,7,7,7,7
759,4,3,1,1,5,1,5,3,2,2,6,2,7,3,5,4,6,4
760,7,5,2,4,3,4,5,6,2,3,4,2,6,5,2,3,5,2
761,3,5,5,5,3,2,2,4,1,1,5,4,6,5,5,4,4,1
762,4,3,4,2,2,3,4,5,3,2,3,4,4,4,5,4,4,5
763,6,6,6,4,2,6,3,3,1,3,2,1,4,5,6,5,4,5
764,7,3,4,5,3,3,5,3,4,5,3,4,6,6,5,5,3,3
765,5,4,4,6,3,4,3,5,6,3,4,4,6,5,4,4,4,4
766,1,4,2,7,5,5,6,3,3,1,4,5,5,6,6,4,4,5
767,7,5,4,4,4,3,7,7,5,7,4,6,7,7,5,7,7,7
768,6,4,6,4,4,5,4,4,6,6,6,6,6,5,6,4,4,5
769,4,3,1,4,4,3,4,4,3,2,2,3,2,2,2,4,4,4
770,4,4,5,5,2,1,6,7,6,2,3,3,3,4,3,4,4,5
771,6,3,3,5,4,5,6,4,3,3,4,5,4,4,2,4,4,6
772,4,5,1,2,4,4,6,5,4,2,4,1,6,5,5,5,4,5
773,4,3,5,4,4,4,7,2,2,6,7,6,7,6,6,4,4,4
774,4,4,1,5,3,2,5,2,1,2,4,1,6,3,3,4,3,2
775,6,5,6,6,2,6,5,3,2,1,5,3,6,5,6,4,6,3
776,5,5,4,5,6,5,5,5,4,6,6,5,6,6,6,6,6,5
777,5,4,6,4,4,3,7,3,1,4,2,2,2,4,4,2,4,4
778,4,4,3,6,3,3,3,4,3,5,3,4,6,3,6,4,4,4
779,6,5,2,3,2,2,6,3,4,7,2,4,7,5,6,7,5,6
780,4,3,6,4,3,5,6,5,5,6,4,5,7,5,5,4,4,5
781,5,3,4,6,4,5,3,4,4,6,5,5,6,6,6,7,6,6
782,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
783,6,5,4,3,1,1,6,6,4,6,6,5,6,4,4,6,5,4
784,6,5,2,7,2,2,7,4,1,2,3,1,7,6,6,5,3,2
785,4,7,5,4,6,4,4,5,5,1,4,1,7,5,4,4,4,3
786,2,5,4,2,3,4,6,4,4,6,4,5,5,5,5,5,4,5
787,5,5,5,5,4,6,4,4,5,4,4,2,6,5,6,4,4,5
788,6,6,3,4,4,3,3,3,5,4,3,1,7,4,7,3,3,5
789,4,4,4,4,5,4,4,3,2,6,6,7,7,7,4,7,7,4
790,7,7,5,6,3,2,4,4,3,4,4,3,6,6,3,6,6,6
791,1,7,5,5,3,2,6,4,1,1,5,2,4,4,5,4,4,1
792,3,4,2,6,4,4,6,5,2,1,5,3,6,5,5,4,5,5
793,4,7,6,6,5,4,6,4,5,3,4,4,7,6,5,5,4,4
794,4,5,3,4,3,6,6,2,7,6,4,1,4,5,7,4,4,1
795,2,5,1,5,2,5,6,4,2,5,3,3,5,4,2,4,4,5
796,2,1,1,1,1,1,4,2,2,4,1,1,6,4,1,1,1,1
797,5,4,6,4,4,3,5,4,7,4,4,3,5,5,4,4,4,4
798,3,4,5,4,3,3,5,3,3,5,3,5,7,7,7,5,4,6
799,3,5,2,4,2,2,6,3,5,6,3,2,1,2,2,4,3,3
800,7,5,4,3,1,3,7,7,7,7,2,4,4,3,4,4,6,3
801,2,2,4,5,3,3,6,4,5,6,5,3,6,5,6,6,5,4
803,5,4,4,4,4,3,5,3,2,4,4,1,6,3,5,7,3,2
804,5,4,5,5,4,3,6,5,3,4,3,2,6,5,4,4,3,2
805,6,5,3,4,4,2,7,3,5,5,4,2,6,4,6,4,4,4
806,4,4,4,6,5,3,5,3,2,5,5,3,6,5,3,4,5,2
807,4,2,2,3,4,1,7,6,4,4,2,2,6,5,4,6,2,4
808,1,4,5,4,3,4,4,4,4,3,4,4,6,4,6,4,4,4
809,7,2,5,6,3,3,6,6,6,3,4,5,6,3,6,6,6,2
810,7,3,2,4,5,1,4,1,1,7,1,1,7,6,6,4,4,4
811,4,4,3,7,4,3,6,2,2,4,3,4,6,3,4,4,4,2
812,4,5,1,6,4,1,7,5,5,1,2,1,7,5,5,7,1,1
813,5,4,5,4,4,3,5,5,4,4,4,3,5,5,4,4,4,4
814,3,6,3,6,4,2,3,4,5,4,4,2,3,3,4,4,4,5
815,3,3,3,7,2,3,5,2,4,5,4,2,6,3,4,2,4,1
816,2,3,3,4,3,2,3,2,2,3,2,2,3,2,2,5,4,2
817,5,6,6,6,5,5,2,4,2,1,3,2,3,3,3,3,4,3
818,4,3,5,7,2,3,7,3,4,5,3,5,4,4,4,7,7,7
819,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
821,6,5,5,5,4,4,6,1,6,6,4,3,2,4,4,7,3,7
822,5,4,4,7,6,6,5,4,4,7,7,7,7,7,7,6,5,4
823,6,4,5,6,2,6,6,4,5,5,5,4,7,6,5,4,4,4
824,4,3,6,5,4,6,5,3,6,2,3,2,7,4,7,5,5,3
826,4,2,4,4,2,2,5,3,2,1,1,1,4,5,4,5,2,2
827,7,3,5,5,3,4,6,6,6,7,5,7,6,5,6,2,3,1
828,1,5,2,4,3,4,5,4,3,3,5,4,6,4,4,4,4,4
829,5,4,4,4,4,3,5,4,4,4,4,4,7,7,5,4,4,4
830,5,4,4,4,4,3,4,4,4,5,6,3,6,6,3,2,3,4
831,1,5,1,5,6,4,4,4,1,6,5,3,6,5,4,5,4,2
832,4,5,5,6,5,6,5,6,5,1,3,3,7,6,7,4,5,6
833,4,4,4,4,4,4,6,6,2,5,5,3,5,5,3,4,4,5
834,6,5,7,5,5,4,6,6,2,4,3,5,7,7,7,5,5,2
835,6,6,6,7,2,7,4,3,4,3,2,2,6,5,4,4,4,3
836,2,3,3,3,3,5,2,2,4,1,3,4,2,2,5,5,4,3
837,3,4,6,4,4,3,4,4,5,3,4,5,7,6,6,4,4,4
838,7,5,5,2,1,2,6,6,5,1,3,3,7,5,4,5,3,5
839,5,4,4,4,4,3,5,4,4,4,5,5,6,5,4,4,4,4
840,7,4,3,4,4,4,4,3,5,2,6,4,5,5,4,4,4,4
841,5,4,2,7,4,1,5,2,2,5,5,4,4,3,3,4,4,2
842,7,6,2,4,4,4,6,3,2,2,2,5,6,5,4,4,4,3
843,5,5,4,2,2,6,4,4,5,3,2,3,6,5,6,4,5,5
844,5,4,4,4,4,3,5,4,4,4,4,3,5,5,4,4,4,4
845,5,4,4,6,3,7,3,1,1,6,4,3,7,7,7,1,1,1
846,6,6,4,1,4,7,1,2,1,4,2,4,7,6,7,1,7,4
848,4,2,1,1,2,2,3,6,2,1,2,2,4,4,4,3,2,2
849,5,4,4,3,3,4,5,4,4,2,5,4,5,4,4,6,4,3
850,6,5,4,3,3,3,4,3,2,6,5,4,7,5,2,3,3,4
851,6,4,7,2,4,1,7,7,5,6,5,2,6,6,4,4,7,1
852,4,4,3,5,4,4,5,5,5,4,4,4,5,5,5,4,4,3
853,6,5,3,7,4,4,7,5,4,1,3,4,4,4,4,5,4,3
854,7,4,7,7,4,1,7,6,7,1,2,1,7,3,7,7,5,7
856,2,3,4,4,3,2,5,5,3,2,2,1,6,4,5,4,4,4
857,1,7,7,6,4,4,6,2,1,5,6,3,4,4,5,1,6,4
858,2,2,1,3,4,2,4,4,1,3,3,1,4,3,2,3,3,1
859,2,4,1,1,1,1,3,2,1,6,5,5,2,3,7,4,4,4
860,2,6,2,4,4,3,4,4,4,2,5,4,3,4,4,3,4,4
861,7,5,5,5,4,5,5,6,4,5,4,4,4,7,3,4,4,4
862,4,1,2,4,4,4,6,2,2,1,4,4,7,2,4,2,4,4
863,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
864,6,5,5,6,4,4,6,5,5,4,4,3,6,5,4,4,4,4
865,7,7,7,4,4,6,7,7,7,7,7,7,6,7,7,6,7,7
867,5,2,1,3,3,3,3,5,2,2,1,2,4,7,6,4,4,3
868,3,3,3,2,6,4,2,4,2,3,4,3,3,7,7,5,4,4
869,7,4,3,4,4,4,5,4,5,4,3,3,6,6,6,4,4,4
870,5,4,4,4,4,3,4,4,4,4,2,2,5,5,5,4,3,4
872,6,2,3,6,1,3,6,5,4,6,4,2,5,3,4,5,4,3
873,5,2,4,4,4,3,3,2,2,1,3,2,5,4,4,1,1,1
874,4,7,2,7,1,4,5,5,3,5,4,5,7,7,6,4,4,5
875,4,3,3,4,4,3,4,4,4,2,4,3,5,5,5,4,4,4
876,3,5,2,4,4,3,5,2,4,4,4,3,5,5,4,4,4,4
878,7,7,7,2,4,2,7,7,7,4,2,5,6,3,5,2,6,4
879,5,4,5,6,6,5,4,4,5,4,5,5,7,6,6,5,5,6
880,4,4,5,4,5,5,5,5,6,4,6,5,5,5,5,5,6,6
881,3,6,1,6,4,2,7,2,2,4,4,3,7,5,2,4,4,2
882,4,2,6,4,4,4,6,6,3,7,5,3,7,6,2,4,4,4
884,4,5,1,2,4,5,6,6,6,7,2,1,7,5,5,4,4,4
885,5,3,6,4,4,4,5,3,4,3,4,5,4,4,4,4,4,4
886,6,5,2,7,3,1,2,3,2,7,6,4,7,5,1,4,3,1
887,5,4,6,4,4,3,3,5,7,2,4,5,7,5,4,5,7,6
888,7,7,7,4,4,3,1,5,4,4,4,3,6,4,2,4,4,4
889,3,3,3,4,5,4,2,3,2,2,3,2,4,4,4,1,3,2
890,4,3,4,7,3,3,5,2,3,2,5,3,6,4,3,4,4,2
891,1,7,1,7,1,1,7,3,1,7,4,4,1,1,1,1,1,1
892,5,6,6,5,5,4,5,6,6,5,4,4,5,4,4,5,5,6
893,4,2,5,6,2,2,5,5,3,5,3,1,4,4,4,5,3,2
894,5,5,4,6,4,2,4,3,1,7,4,1,7,5,4,3,2,1
895,4,5,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
896,2,3,3,3,3,4,4,2,5,4,4,4,4,4,5,4,4,5
897,2,2,4,5,5,4,5,5,1,4,4,3,7,6,5,5,5,5
898,7,7,7,7,7,7,7,3,3,5,3,3,7,7,7,7,7,7
899,5,3,2,1,4,4,5,1,2,2,2,2,6,2,4,4,4,4
902,7,4,2,5,4,1,7,3,3,3,2,3,4,5,1,6,5,4
903,2,4,1,4,4,3,3,3,4,4,4,3,5,5,4,4,4,4
904,5,2,1,1,4,1,4,5,1,3,7,1,2,6,1,1,7,2
905,6,6,6,4,4,3,4,5,6,4,2,6,6,6,6,4,6,6
906,7,4,5,6,5,5,6,5,6,4,4,3,7,7,4,7,7,5
907,7,6,7,2,2,2,6,5,6,6,4,2,6,5,4,4,4,3
909,2,4,3,7,4,4,2,4,3,2,4,3,7,6,6,4,4,4
910,3,4,4,4,4,4,4,3,2,6,2,2,3,3,3,4,3,1
911,7,6,5,5,5,5,4,6,6,2,4,2,5,5,4,6,4,5
912,5,4,1,5,4,6,5,4,1,6,4,2,6,6,5,4,5,5
913,7,5,5,1,4,4,5,3,2,7,4,2,7,6,2,7,4,1
914,6,6,6,4,4,3,5,5,2,4,4,3,6,5,5,4,4,4
915,6,6,6,4,4,3,5,4,1,7,5,2,4,3,2,4,4,4
916,5,6,7,6,5,4,5,4,6,6,6,6,6,6,6,1,1,3
917,3,4,1,1,1,1,1,5,5,7,4,1,7,6,5,7,4,1
918,6,6,4,1,1,1,6,6,6,1,1,1,4,4,4,1,1,1
919,5,3,3,4,3,6,5,5,6,4,2,3,6,6,6,5,3,3
920,5,5,7,1,4,2,7,4,7,7,5,2,4,4,4,4,2,5
921,5,5,3,3,4,4,3,4,4,1,4,4,7,5,4,4,4,4
922,4,4,4,4,4,3,5,5,5,5,5,6,5,5,4,4,4,4
923,4,3,3,6,3,3,5,4,4,3,2,3,5,4,4,5,3,4
924,3,4,3,4,4,3,4,3,4,4,4,3,5,5,4,4,4,4
925,4,2,2,4,3,5,6,5,2,4,1,6,5,3,4,6,5,4
926,4,3,3,4,4,4,3,4,5,4,4,4,4,3,4,4,4,4
927,5,3,5,5,4,3,5,4,2,6,2,1,4,4,4,4,3,2
928,5,4,4,6,5,4,5,4,4,4,1,4,7,6,4,4,4,4
929,4,3,4,7,4,6,6,4,5,6,4,4,7,5,6,6,4,6
930,2,6,6,3,4,3,7,6,6,7,5,2,7,6,7,4,5,5
931,3,4,1,1,4,5,4,4,2,2,1,1,7,4,1,4,4,4
933,3,3,1,4,7,1,2,7,1,4,3,3,2,5,5,4,4,4
935,7,3,1,4,4,3,7,7,7,4,4,4,1,4,2,5,5,5
936,6,3,4,4,2,1,7,6,5,1,1,1,6,4,6,4,2,1
937,1,4,6,2,4,3,7,6,6,2,3,5,3,5,6,5,3,4
938,6,5,6,6,3,1,6,3,5,3,5,2,6,4,5,4,4,2
940,5,2,3,1,1,2,1,2,1,6,5,5,5,3,5,2,1,6
941,6,1,5,6,2,5,5,4,5,3,3,5,3,5,5,4,4,3
942,5,3,5,3,3,4,7,2,2,6,1,3,6,4,4,4,2,1
943,4,3,1,2,4,1,4,4,5,7,6,7,7,3,6,1,4,1
944,7,4,4,5,2,3,7,6,5,4,4,4,7,5,4,4,4,4
945,4,6,1,7,3,1,7,7,1,1,1,1,7,6,7,7,4,2
946,5,4,2,6,4,4,6,4,5,5,4,4,6,4,5,4,4,4
947,4,3,2,5,5,2,2,5,2,4,4,3,6,4,3,5,3,4
948,5,2,6,3,3,4,5,3,5,4,4,4,5,4,4,3,4,4
949,5,2,4,1,4,4,4,4,4,1,4,4,4,3,5,4,4,5
950,6,2,1,5,3,3,6,6,5,4,4,5,6,7,7,5,4,5
951,4,4,5,5,2,1,4,5,3,3,4,4,3,4,3,5,6,4
952,7,7,5,1,4,1,5,4,2,1,1,1,5,5,3,3,1,1
953,6,4,4,5,4,4,7,6,6,6,4,2,7,7,6,5,4,5
